,Sentence,Intent,Color,Item
8703,ceeibauzwaxxcvrutlm,unknown,unknown,unknown
15514,afiaindcoktc,unknown,unknown,unknown
12435,vjnbfnguyrekwdejks,unknown,unknown,unknown
8938,lmgodbrqocqu,unknown,unknown,unknown
4709,lmngrr,unknown,unknown,unknown
10235,wagidnsustip,unknown,unknown,unknown
2746,fgajawbodchiyoxf,unknown,unknown,unknown
8287,inbbetwkhutnyws,unknown,unknown,unknown
6505,what is the price of a white shirt,Asking for the price,white,shirt
14832,ewapgipw,unknown,unknown,unknown
7695,agqxyznswp,unknown,unknown,unknown
10292,wda,unknown,unknown,unknown
3568,hrkdzbospexgxekz,unknown,unknown,unknown
9596,ervwzc,unknown,unknown,unknown
4255,aunyfv,unknown,unknown,unknown
10874,wdhiipw,unknown,unknown,unknown
5860,ikotbclmvwjdhoylml,unknown,unknown,unknown
976,dr,unknown,unknown,unknown
13637,xxupfxofn,unknown,unknown,unknown
16051,pzubtvhbi,unknown,unknown,unknown
9657,qthsfkoq,unknown,unknown,unknown
8250,fycukvcvrtkaoczrt,unknown,unknown,unknown
5267,onlmiryyakeavlmjk,unknown,unknown,unknown
4063,can i find a orange hat,Check Availability,orange,hat
3733,gfhkyqtoanot,unknown,unknown,unknown
7335,fcxzabdahet,unknown,unknown,unknown
9787,pseifvvoehanpzk,unknown,unknown,unknown
14180,hqbkoz,unknown,unknown,unknown
12712,kingnyaiyt,unknown,unknown,unknown
1426,dcgkjccbv,unknown,unknown,unknown
7144,is there a red jacket,Check Availability,red,jacket
13694,foxvsxb,unknown,unknown,unknown
9253,kgaoygkzpxbhj,unknown,unknown,unknown
12421,arbvcyrrzv,unknown,unknown,unknown
4197,zuxrwvrftgei,unknown,unknown,unknown
9665,rpnrujsnkzapfnvova,unknown,unknown,unknown
14632,gybuiddkfclmkbpbz,unknown,unknown,unknown
11874,zhvzaeuakrgcexl,unknown,unknown,unknown
15072,dsshdxcja,unknown,unknown,unknown
3038,yowbtxrf,unknown,unknown,unknown
7698,owyqkep,unknown,unknown,unknown
11165,jhekxuozaub,unknown,unknown,unknown
6135,is the cyan shoes expensive ?,unknown,cyan,shoes
9360,fkfwucdrjryzvflmk,unknown,unknown,unknown
8626,udvlmrvbyfobfnxw,unknown,unknown,unknown
987,do you have a gray chemise,Check Availability,gray,chemise
13220,jfpyoggbu,unknown,unknown,unknown
5272,Sara is cleaning the home,unknown,unknown,unknown
10680,flmf,unknown,unknown,unknown
16004,pwgxpsykos,unknown,unknown,unknown
6335,iexiqj,unknown,unknown,unknown
5082,oyaadjpa,unknown,unknown,unknown
7088,uvlmaofsdjhlm,unknown,unknown,unknown
13151,ztyxpwphabgnawdb,unknown,unknown,unknown
293,jflmrayzdr,unknown,unknown,unknown
14925,zqkhvxvwyjtyros,unknown,unknown,unknown
1605,can i find a purple jacket,Check Availability,purple,jacket
3885,is the white shirt expensive ?,unknown,white,shirt
3662,pqriqyonwiosr,unknown,unknown,unknown
14322,jxwkgfilmf,unknown,unknown,unknown
12963,htfjiowjkr,unknown,unknown,unknown
4571,azanic,unknown,unknown,unknown
12593,hzqyyucdlmhp,unknown,unknown,unknown
2400,lmelms,unknown,unknown,unknown
16177,cxwjzxrstsqahsfnv,unknown,unknown,unknown
12398,vw,unknown,unknown,unknown
11184,dg,unknown,unknown,unknown
3579,some skirt,unknown,unknown,skirt
8198,plmaghwsolmhw,unknown,unknown,unknown
13838,jehpvqqafwlmccxz,unknown,unknown,unknown
2494,what about the pantalon,unknown,unknown,pantalon
10838,cggvvg,unknown,unknown,unknown
11485,wncoztqktvcelmnw,unknown,unknown,unknown
2346,bo,unknown,unknown,unknown
7091,kblmsuudniupp,unknown,unknown,unknown
10973,wehibuetcqvtck,unknown,unknown,unknown
2083,gbvcrlmgxlmv,unknown,unknown,unknown
13490,wjccvoj,unknown,unknown,unknown
3808,is the blue body expensive ?,unknown,blue,body
5003,ohevyxnezityxwnrh,unknown,unknown,unknown
14748,qrzwztfuzssgoppts,unknown,unknown,unknown
4347,lmxe,unknown,unknown,unknown
5051,is the purple jeans expensive ?,unknown,purple,jeans
4276,boafid,unknown,unknown,unknown
537,do you still have a purple dress,Check Availability,purple,dress
679,ndlmpcfhelmij,unknown,unknown,unknown
15615,byyuc,unknown,unknown,unknown
235,resjlmdoyyohkfrrztk,unknown,unknown,unknown
5121,rexlmwykryhn,unknown,unknown,unknown
5109,is there a purple pullover,Check Availability,purple,pullover
72,xvypsqyaphpjur,unknown,unknown,unknown
411,bbobr,unknown,unknown,unknown
12952,rtkvsujogcapjquv,unknown,unknown,unknown
4921,aajuylmp,unknown,unknown,unknown
9666,zszpvpnb,unknown,unknown,unknown
9208,sgydfoa,unknown,unknown,unknown
525,is there available a black skirt,Check Availability,black,skirt
13886,qtgpgascaffazg,unknown,unknown,unknown
6400,azprlmtedwieubn,unknown,unknown,unknown
2701,rnxauuz,unknown,unknown,unknown
6544,what about a green dress,unknown,green,dress
10464,tjjpaixzl,unknown,unknown,unknown
6043,jyqnodzk,unknown,unknown,unknown
1010,wgxyeqqbvwju,unknown,unknown,unknown
2015,ilmgtnuwecqyhy,unknown,unknown,unknown
3747,some black skirt,unknown,black,skirt
140,sy,unknown,unknown,unknown
12014,gvrheytzqiexujbz,unknown,unknown,unknown
14825,qvxdlmqkgqvrgtbq,unknown,unknown,unknown
1264,i am looking for a black shirt,Check Availability,black,shirt
10468,kvgolmigqyvzrqegy,unknown,unknown,unknown
10934,ivj,unknown,unknown,unknown
6948,uphiivpctbdvnsxqd,unknown,unknown,unknown
8616,jjreevelmeeulmtnot,unknown,unknown,unknown
15690,tvuzvhyucu,unknown,unknown,unknown
10073,fwlmgvqtjblmynppc,unknown,unknown,unknown
13505,lmwsr,unknown,unknown,unknown
7321,xgrguyfr,unknown,unknown,unknown
1396,eekjfulmgxlmeph,unknown,unknown,unknown
1212,bflmtjyztglmgcx,unknown,unknown,unknown
6487,qag,unknown,unknown,unknown
6038,bwrwrsvibchatk,unknown,unknown,unknown
1551,do you still have a red jeans,Check Availability,red,jeans
11488,vhdcyxvzywfrtw,unknown,unknown,unknown
8922,fppr,unknown,unknown,unknown
12376,sukehdrnprsbwehz,unknown,unknown,unknown
10982,cjtciakwplm,unknown,unknown,unknown
12652,wbgwkd,unknown,unknown,unknown
12822,vdy,unknown,unknown,unknown
2872,oj,unknown,unknown,unknown
14313,canoq,unknown,unknown,unknown
9733,uxdnytyvw,unknown,unknown,unknown
8962,qjcbdgtgyoybjfdzoiu,unknown,unknown,unknown
2097,vpsrtxrboblmynaug,unknown,unknown,unknown
10966,ugz,unknown,unknown,unknown
14007,ednypwortotnuszh,unknown,unknown,unknown
10246,svjclmuysgofidgh,unknown,unknown,unknown
13527,rkivsybwgwipdc,unknown,unknown,unknown
1582,vbygfkejupiunydigje,unknown,unknown,unknown
524,tgtbqznw,unknown,unknown,unknown
6466,is there available a dress,Check Availability,unknown,dress
10254,gahfr,unknown,unknown,unknown
4815,bqjngzcf,unknown,unknown,unknown
11327,sdciyhoghataxwjeg,unknown,unknown,unknown
15488,sxqzwxr,unknown,unknown,unknown
5787,lmwo,unknown,unknown,unknown
2794,what is the price of a black pantalon,Asking for the price,black,pantalon
13954,urzy,unknown,unknown,unknown
3765,hndeqegajxzzstq,unknown,unknown,unknown
11300,eyphdfcc,unknown,unknown,unknown
12571,lmnahsqqhhr,unknown,unknown,unknown
10368,rvybxo,unknown,unknown,unknown
7395,yfhhfr,unknown,unknown,unknown
11658,kbslmdsxjtje,unknown,unknown,unknown
3263,how much does a red pantalon cost,Asking for the price,red,pantalon
7421,wvitvcxyx,unknown,unknown,unknown
494,wyox,unknown,unknown,unknown
4210,can i find a cyan shoes,Check Availability,cyan,shoes
12840,lmrjvflmojcipvhtx,unknown,unknown,unknown
2349,is there available a cyan dress,Check Availability,cyan,dress
5401,do you still have a green short,Check Availability,green,short
14147,goaudzwpatctacrck,unknown,unknown,unknown
13581,adpfwgedxir,unknown,unknown,unknown
13807,lmqaahsw,unknown,unknown,unknown
15263,isbjy,unknown,unknown,unknown
4071,yrfxvv,unknown,unknown,unknown
6783,may i ask for a orange dress,Check Availability,orange,dress
8429,grlmjlmiabhccuhv,unknown,unknown,unknown
4613,yutkacxbxtjlmsd,unknown,unknown,unknown
1347,how much does a orange hat cost,Asking for the price,orange,hat
16303,krduxwfegyeangugwdf,unknown,unknown,unknown
1522,how much does a gray jeans cost,Asking for the price,gray,jeans
7258,yp,unknown,unknown,unknown
9300,tjxfygenhulm,unknown,unknown,unknown
5252,iv,unknown,unknown,unknown
3560,can i find a chemise,Check Availability,unknown,chemise
14410,ecidhgrpaqpps,unknown,unknown,unknown
5427,vwiqqyxaiovakd,unknown,unknown,unknown
14915,vbjapnoqtgciecctnqp,unknown,unknown,unknown
34,nhrs,unknown,unknown,unknown
2913,some purple dress,unknown,purple,dress
7349,wyupvlmtvrbgv,unknown,unknown,unknown
11901,ghdszsba,unknown,unknown,unknown
6299,hyjxd,unknown,unknown,unknown
8353,jghqnihefdlmchdcz,unknown,unknown,unknown
3463,zqkgtbtehvj,unknown,unknown,unknown
1742,zifzwlmxtddotrcw,unknown,unknown,unknown
2434,srq,unknown,unknown,unknown
7617,hjeeytyyyngyxz,unknown,unknown,unknown
648,ofyghsiosfkyiwii,unknown,unknown,unknown
5279,jzhpzvnqnhhranta,unknown,unknown,unknown
9776,ojkcrek,unknown,unknown,unknown
16216,ueyjcthii,unknown,unknown,unknown
6035,ovjpylmkosytj,unknown,unknown,unknown
7567,eoalmaiacqnoqnrg,unknown,unknown,unknown
9707,thivbpfkzolmoh,unknown,unknown,unknown
6127,can i find a cyan pullover,Check Availability,cyan,pullover
9898,ovhwujcuucqttpab,unknown,unknown,unknown
1221,ax,unknown,unknown,unknown
169,pauoaha,unknown,unknown,unknown
11467,skhpaptura,unknown,unknown,unknown
13843,uvvbccxc,unknown,unknown,unknown
2113,is there a yellow pantalon,Check Availability,yellow,pantalon
14379,seczegtu,unknown,unknown,unknown
3932,hxhkzskcfvco,unknown,unknown,unknown
6456,do you still have a green hat,Check Availability,green,hat
3257,do you still have a brown dress,Check Availability,brown,dress
13010,kcdkrwfkxwhhglmii,unknown,unknown,unknown
2918,beqaouhhxuhg,unknown,unknown,unknown
887,do you still have a red dress,Check Availability,red,dress
5874,ofnxauthhn,unknown,unknown,unknown
9375,opiseegp,unknown,unknown,unknown
13927,sacrnbwxuyyjk,unknown,unknown,unknown
14096,bdlmijsj,unknown,unknown,unknown
11931,dkotogvvflmhdkbd,unknown,unknown,unknown
11933,uti,unknown,unknown,unknown
14347,gflmyvckfcduwb,unknown,unknown,unknown
3548,phkyxfafiybxjzklmiy,unknown,unknown,unknown
8355,hel,unknown,unknown,unknown
10121,petsqtjjpsnysabxrpz,unknown,unknown,unknown
10815,knseqrsafbuyvqqff,unknown,unknown,unknown
4548,bcn,unknown,unknown,unknown
10461,rrjewvoqkxtyroj,unknown,unknown,unknown
12634,sdknjuqdrenxb,unknown,unknown,unknown
1948,gkcjplmbsgct,unknown,unknown,unknown
1859,is there a black pullover,Check Availability,black,pullover
2078,csajucttulmthnru,unknown,unknown,unknown
7665,dlmu,unknown,unknown,unknown
12359,aanc,unknown,unknown,unknown
9115,rncalmxnwkwevjhkuxe,unknown,unknown,unknown
13444,cbgpclmubwgpy,unknown,unknown,unknown
5342,do you still have a black short,Check Availability,black,short
16314,unoyydlmlmifpcks,unknown,unknown,unknown
10832,lmxkfe,unknown,unknown,unknown
11174,ayvveqcxpahtihihh,unknown,unknown,unknown
2138,uyytay,unknown,unknown,unknown
5068,do you still have a gray shoes,Check Availability,gray,shoes
3396,is the blue jeans expensive ?,unknown,blue,jeans
11333,aso,unknown,unknown,unknown
2369,how much does a gray jacket cost,Asking for the price,gray,jacket
5039,dkpnblmfrqjbwdi,unknown,unknown,unknown
11907,whueqbfeqpabxf,unknown,unknown,unknown
8937,ocyzzaibubxnxnqpkdg,unknown,unknown,unknown
6209,is the cyan short expensive ?,unknown,cyan,short
6076,is there a purple chemise,Check Availability,purple,chemise
5220,is there available a black shirt,Check Availability,black,shirt
15167,tewghpx,unknown,unknown,unknown
14254,ptsjsggfhok,unknown,unknown,unknown
5695,kxo,unknown,unknown,unknown
8218,qhpghlmzaxdogsxxnn,unknown,unknown,unknown
1262,afz,unknown,unknown,unknown
3590,oooo,unknown,unknown,unknown
1273,hpjabnslmpv,unknown,unknown,unknown
6655,bblmtocfdqx,unknown,unknown,unknown
8966,zgzfhnkjrbeccugrwox,unknown,unknown,unknown
15673,eqitrtxrhr,unknown,unknown,unknown
2772,is there available a green pullover,Check Availability,green,pullover
1571,hbuwslmcrcnt,unknown,unknown,unknown
2941,jsebklmlmzu,unknown,unknown,unknown
14816,xoccoyiavbtcjklm,unknown,unknown,unknown
1917,tazzifpxjdsexwroz,unknown,unknown,unknown
7615,ztfpynoxxsvktvkr,unknown,unknown,unknown
218,is the red hat expensive ?,unknown,red,hat
10762,bhvnvhvusoaawfelm,unknown,unknown,unknown
10259,ykzys,unknown,unknown,unknown
3303,what about the yellow skirt,unknown,yellow,skirt
10710,erniflmtoq,unknown,unknown,unknown
12628,erto,unknown,unknown,unknown
2692,wuunpjulmkghkzv,unknown,unknown,unknown
13039,vdvzyunjpnt,unknown,unknown,unknown
5095,pwyglmjihc,unknown,unknown,unknown
8184,bpovudvpnuxsbet,unknown,unknown,unknown
14256,ssl,unknown,unknown,unknown
8385,wggcxsapqbwcjvac,unknown,unknown,unknown
14124,oepa,unknown,unknown,unknown
11651,ssuigr,unknown,unknown,unknown
7100,some blue chemise,unknown,blue,chemise
2712,pniqgi,unknown,unknown,unknown
10604,jtjqirjulmzcwci,unknown,unknown,unknown
6567,nkkatzkvvuiaud,unknown,unknown,unknown
13064,xjgvvbkkflmzywcsgcd,unknown,unknown,unknown
12260,kvhjl,unknown,unknown,unknown
15342,scglmrgbjvckqjey,unknown,unknown,unknown
9673,yzqhjri,unknown,unknown,unknown
7805,sdztkbrdsytbdapwzw,unknown,unknown,unknown
3902,what about yellow t-shirt,unknown,yellow,t-shirt
4630,John was dancing,unknown,unknown,unknown
6696,how much does a brown jeans cost,Asking for the price,brown,jeans
5735,She is speaking,unknown,unknown,unknown
8853,gobz,unknown,unknown,unknown
15653,hynyiigqrxyuozgugc,unknown,unknown,unknown
10871,uorbxigunlmhhlm,unknown,unknown,unknown
13610,wfakpccyxurdxn,unknown,unknown,unknown
8797,yxcddtlmzydqear,unknown,unknown,unknown
7849,vyypxniuejiqb,unknown,unknown,unknown
2910,pjfgzvqxwwwoawrtaol,unknown,unknown,unknown
939,yhpwkgp,unknown,unknown,unknown
12464,heulmrkrnpnzlmsjnj,unknown,unknown,unknown
11383,yafbjqjkbvtuof,unknown,unknown,unknown
12164,pkcxfvwtxauz,unknown,unknown,unknown
8431,banvngirh,unknown,unknown,unknown
13300,lmcdlmcoiqrigo,unknown,unknown,unknown
11719,yifsw,unknown,unknown,unknown
737,do you have a blue dress,Check Availability,blue,dress
7858,fpusdniobnf,unknown,unknown,unknown
3224,what about the blue skirt,unknown,blue,skirt
7925,ithqrjnxhshcqpbvkrk,unknown,unknown,unknown
12390,lmkq,unknown,unknown,unknown
5459,ctov,unknown,unknown,unknown
3631,oxepzhgzlm,unknown,unknown,unknown
8822,qrabxjn,unknown,unknown,unknown
4407,fgxvkqqzdr,unknown,unknown,unknown
13511,rfaptelmy,unknown,unknown,unknown
10216,rdlmkxyffcnnckc,unknown,unknown,unknown
13950,gzcsbjrpz,unknown,unknown,unknown
9443,pl,unknown,unknown,unknown
15397,kxkqhjiozdzrirdc,unknown,unknown,unknown
7276,ylmdau,unknown,unknown,unknown
9429,esnjgvvaqzslmkzbfq,unknown,unknown,unknown
7347,ujvrfhjxspzwrhprpv,unknown,unknown,unknown
1186,nxlmic,unknown,unknown,unknown
8501,hnwgquertgrctulm,unknown,unknown,unknown
8310,koocgey,unknown,unknown,unknown
13690,neytwqrqgkk,unknown,unknown,unknown
543,euoveqqrcd,unknown,unknown,unknown
6086,urahzhhnotuyov,unknown,unknown,unknown
3739,do you still have a white skirt,Check Availability,white,skirt
1932,may i ask for a orange shirt,Check Availability,orange,shirt
14028,fulmdnr,unknown,unknown,unknown
2290,euyq,unknown,unknown,unknown
13143,nqsnbwtuwjtvvyotz,unknown,unknown,unknown
5513,hk,unknown,unknown,unknown
11685,gow,unknown,unknown,unknown
1429,do you still have a red shoes,Check Availability,red,shoes
14812,czfsxrxnqwsufduxq,unknown,unknown,unknown
8098,may i ask for a blue jeans,Check Availability,blue,jeans
3428,is there a gray hat,Check Availability,gray,hat
3060,is there available a gray dress,Check Availability,gray,dress
5867,can i find a white shoes,Check Availability,white,shoes
15122,fncxczcvakkytcdpak,unknown,unknown,unknown
16191,flmhgwphrakdzf,unknown,unknown,unknown
4811,ykq,unknown,unknown,unknown
5063,his,unknown,unknown,unknown
9826,xoqcqrxzduvonzqfx,unknown,unknown,unknown
8741,dpoaijic,unknown,unknown,unknown
4916,what about a blue dress,unknown,blue,dress
14247,qkgxhcaqqax,unknown,unknown,unknown
11473,uzsycuuxuktzjxyh,unknown,unknown,unknown
4025,zqkvkxwztqh,unknown,unknown,unknown
6028,Elon is speaking,unknown,unknown,unknown
11776,xnceucoev,unknown,unknown,unknown
3986,what about the cyan chemise,unknown,cyan,chemise
16323,bnaafqb,unknown,unknown,unknown
2946,what about the red shirt,unknown,red,shirt
2208,tkfdbtayl,unknown,unknown,unknown
9203,ptyoxaofjuxtp,unknown,unknown,unknown
16002,ktvehugo,unknown,unknown,unknown
3326,adwirapzinb,unknown,unknown,unknown
13239,djfpvcwlmgpneaju,unknown,unknown,unknown
15133,vifxcb,unknown,unknown,unknown
9151,bulm,unknown,unknown,unknown
10970,kfaipjqgori,unknown,unknown,unknown
2929,wjqolmxupdnvkyq,unknown,unknown,unknown
10067,igczcgcjtgnrpfj,unknown,unknown,unknown
15662,cissnqwvpqewuj,unknown,unknown,unknown
11793,yre,unknown,unknown,unknown
16249,xublmikfqcjgc,unknown,unknown,unknown
15469,srvgobkpklmgyux,unknown,unknown,unknown
10086,djhuzyxrdkvudnujdk,unknown,unknown,unknown
5511,yhkpbprpk,unknown,unknown,unknown
8748,zktwdahsihi,unknown,unknown,unknown
7745,htrytie,unknown,unknown,unknown
12689,aaehpfna,unknown,unknown,unknown
7371,cibybwisgf,unknown,unknown,unknown
2575,wkpxkpqozwylmfubzp,unknown,unknown,unknown
12485,rounpcxj,unknown,unknown,unknown
8461,ndaa,unknown,unknown,unknown
1968,Elon was speaking,unknown,unknown,unknown
2121,jxtpdffukwiqjean,unknown,unknown,unknown
15395,el,unknown,unknown,unknown
5074,fikgekyxs,unknown,unknown,unknown
10916,tiwrlmydpjracdrgc,unknown,unknown,unknown
11188,nsub,unknown,unknown,unknown
5005,what about the body,unknown,unknown,body
15682,jzqcpkoyhkwwbtve,unknown,unknown,unknown
4399,uansz,unknown,unknown,unknown
13208,yvnwpqijfdwaeaiz,unknown,unknown,unknown
1191,rlmrz,unknown,unknown,unknown
4731,ej,unknown,unknown,unknown
12281,nalmlmfawydihtjx,unknown,unknown,unknown
4502,hpq,unknown,unknown,unknown
1851,btlmgqqdl,unknown,unknown,unknown
9093,prgnkfvgieqg,unknown,unknown,unknown
12445,jarnuhocvuous,unknown,unknown,unknown
9773,bkch,unknown,unknown,unknown
949,itx,unknown,unknown,unknown
12575,ijzryfaaojfng,unknown,unknown,unknown
9882,gnz,unknown,unknown,unknown
9019,vqygae,unknown,unknown,unknown
1592,do you have a yellow jeans,Check Availability,yellow,jeans
11139,paentfppk,unknown,unknown,unknown
3338,wqeqeuihdnyrs,unknown,unknown,unknown
10236,hbwpf,unknown,unknown,unknown
8882,sjrtrhggknc,unknown,unknown,unknown
5407,nakqyne,unknown,unknown,unknown
13007,qjkffb,unknown,unknown,unknown
4973,cgiwzjfrbeqaqgjdih,unknown,unknown,unknown
7491,vnkxqblmepxiwukik,unknown,unknown,unknown
14005,kgxifaus,unknown,unknown,unknown
1487,xozczlmelmetti,unknown,unknown,unknown
2511,f,unknown,unknown,unknown
12888,lmplmavvfijlmbq,unknown,unknown,unknown
13051,tykqwvykkbnbgx,unknown,unknown,unknown
6566,kdlm,unknown,unknown,unknown
5295,what about the red pantalon,unknown,red,pantalon
4949,yjc,unknown,unknown,unknown
6937,yqsvjjn,unknown,unknown,unknown
10581,ijwdsf,unknown,unknown,unknown
11795,rpkrox,unknown,unknown,unknown
12821,pibpwspivbtsab,unknown,unknown,unknown
3392,thuvszt,unknown,unknown,unknown
1497,John is cleaning the home,unknown,unknown,unknown
6846,ncwuk,unknown,unknown,unknown
1165,chj,unknown,unknown,unknown
9272,qxbjctsalmpxt,unknown,unknown,unknown
3005,can i find a purple chemise,Check Availability,purple,chemise
13578,eolmrfsj,unknown,unknown,unknown
16363,xrmjtfm,unknown,unknown,unknown
13903,lmje,unknown,unknown,unknown
14688,dgbdzpzpqijtbw,unknown,unknown,unknown
984,how much does a brown shoes cost,Asking for the price,brown,shoes
15089,zbsclmitweeklm,unknown,unknown,unknown
9306,nqsgpbypx,unknown,unknown,unknown
2238,what about yellow dress,unknown,yellow,dress
11236,gwdd,unknown,unknown,unknown
9439,asuutsxgqvtsp,unknown,unknown,unknown
